base_pwsid,system_name,resolved_pwsid,assignment_status
MI0005850,"SAGINAW, CITY OF",MI0005850,reused_existing
MI0005860,SAGINAW CHARTER TOWNSHIP,MI0005860,reused_existing
MI0005900,SALINE,MI0005900,reused_existing
MI0005901,SALINE VALLEY FARMS,MI0005901,reused_existing
MI0005903,SAND BEACH TOWNSHIP,MI0005903,reused_existing
MI0005905,SANDHILL MANOR,MI0005905,reused_existing
MI0005907,SAND LAKE,MI0005907,reused_existing
MI0005911,SANDY PINES,MI0005911,reused_existing
MI0005920,"SANDUSKY, CITY OF",MI0005920,reused_existing
MI0005925,SANILAC TOWNSHIP,MI0005925,reused_existing
MI0005930,SARANAC,MI0005930,reused_existing
MI0005950,SAULT STE MARIE,MI0005950,reused_existing
MI0005970,SCHOOLCRAFT,MI0005970,reused_existing
MI0005977,SCIO TOWNSHIP,MI0005977,reused_existing
MI0005980,"SCOTTVILLE, CITY OF",MI0005980,reused_existing
MI0005990,SEBEWAING LIGHT & WATER,MI0005990,reused_existing
MI0005991,SENEY TOWNSHIP,MI0005991,reused_existing
MI0005995,SHANTY CREEK - WATARS ASSOCIATION,MI0005995,reused_existing
MI0006000,SHELBY,MI0006000,reused_existing
MI0006010,SHELBY TOWNSHIP,MI0006010,reused_existing
MI0006025,SHELDON DUNES,MI0006025,reused_existing
MI0006026,PORT SHELDON TOWNSHIP,MI0006026,reused_existing
MI0006030,"SHEPHERD, VILLAGE OF",MI0006030,reused_existing
MI0006040,SHERIDAN,MI0006040,reused_existing
MI0006042,SHERWOOD SHORES CONDOMINIUMS,MI0006042,reused_existing
MI0006070,SHOREWOOD HILLS SUBDIVISION,MI0006070,reused_existing
MI0006071,"SILVER LAKE WATER AUTHORITY, INC.",MI0006071,reused_existing
MI0006072,VICINIA GARDENS,MI0006072,reused_existing
MI0006073,SIMS-WHITNEY UTILITIES AUTH.,MI0006073,reused_existing
MI0006074,"SISTERS OF MARY, MOTHER OF EUCHARIST",MI0006074,reused_existing
MI0006075,SKANDIA-WEST BRANCH WATER DEPT,MI0006075,reused_existing
MI0006077,BAVARIAN SOFTWATER VILLAGE,MI0006077,reused_existing
MI0006079,SODUS TOWNSHIP,MI0006079,reused_existing
MI0006081,"SOMMERSET WATER WORKS, INC.",MI0006081,reused_existing
MI0006090,STAMBAUGH TOWNSHIP-WEST BRULE,MI0006090,reused_existing
MI0006101,SOUTH HAVEN AREA WATER & SEWER AUTHORITY,MI0006101,reused_existing
MI0006110,"SOUTH LYON, CITY OF",MI0006110,reused_existing
MI0006115,SOUTH POINTE I APARTMENTS,MI0006115,reused_existing
MI0006116,SOUTH POINTE II APARTMENTS,MI0006116,reused_existing
MI0006117,SOUTH POINTE III APARTMENTS,MI0006117,reused_existing
MI0006120,SOUTH RANGE,MI0006120,reused_existing
MI0006130,SOUTH ROCKWOOD,MI0006130,reused_existing
MI0006160,SOUTHFIELD,MI0006160,reused_existing
MI0006170,SOUTHGATE,MI0006170,reused_existing
MI0006200,SPARTA,MI0006200,reused_existing
MI0006210,SPAULDING TOWNSHIP,MI0006210,reused_existing
MI0006230,SPRING LAKE,MI0006230,reused_existing
MI0006232,SPRING LAKE CLUB CONDOMINIUMS,MI0006232,reused_existing
MI0006235,SPRING LAKE TOWNSHIP,MI0006235,reused_existing
MI0006240,SPRINGFIELD,MI0006240,reused_existing
MI0006243,KINGSTON APARTMENTS,MI0006243,reused_existing
MI0006250,SPRINGPORT,MI0006250,reused_existing
MI0006260,"ST. CHARLES, VILLAGE OF",MI0006260,reused_existing
MI0006270,"ST. CLAIR, CITY OF",MI0006270,reused_existing
MI0006280,"ST. CLAIR SHORES, CITY OF",MI0006280,reused_existing
MI0006282,ST. CLAIR TOWNSHIP,MI0006282,reused_existing
MI0006284,ST. CLAIR WATER AND SEWER AUTHORITY,MI0006284,reused_existing
MI0006290,ST. IGNACE,MI0006290-a,assigned_new
MI0006300,"ST. JOHNS, CITY OF",MI0006300,reused_existing
MI0006310,ST JOSEPH,MI0006310,reused_existing
MI0006320,"ST. LOUIS, CITY OF",MI0006320,reused_existing
MI0006325,ST. LOUIS CENTER (DS001),MI0006325-f,assigned_new
MI0006325,ST. LOUIS CENTER (DS002),MI0006325-g,assigned_new
MI0006350,"STANDISH, CITY OF",MI0006350,reused_existing
MI0006360,STANTON,MI0006360,reused_existing
MI0006370,SPSM,MI0006370,reused_existing
MI0006375,MCTI,MI0006375,reused_existing
MI0006377,PINE LAKE APARTMENTS,MI0006377-a,assigned_new
MI0006380,STEPHENSON,MI0006380,reused_existing
MI0006385,"STERLING HEIGHTS, CITY OF",MI0006385,reused_existing
MI0006420,"STOCKBRIDGE, VILLAGE OF",MI0006420,reused_existing
MI0006423,STONE RIDGE,MI0006423,reused_existing
MI0006428,"STONEHEDGE CLUB OWNERS ASSOCIATION, INC.",MI0006428,reused_existing
MI0006435,BEDFORD MEADOWS,MI0006435,reused_existing
MI0006440,STURGIS,MI0006440,reused_existing
MI0006443,LAKEVIEW APARTMENTS,MI0006443-a,reused_existing
MI0006446,SUGAR LOAF TOWNHOUSES,MI0006446,reused_existing
MI0006448,SUMMERSET MEADOWS,MI0006448,reused_existing
MI0006450,SUMMIT TOWNSHIP,MI0006450,reused_existing
MI0006460,SUMPTER TOWNSHIP,MI0006460,reused_existing
MI0006465,SUN MEADOWS APARTMENTS,MI0006465,reused_existing
MI0006470,"SUNFIELD, VILLAGE OF",MI0006470,reused_existing
MI0006480,SUNNYDALE GARDENS WATER ASSOCIATION,MI0006480-b,reused_existing
MI0006484,SUNSET BEACH ASSOCIATION,MI0006484,reused_existing
MI0006485,SUNSET TORCH ASSOCIATION,MI0006485,reused_existing
MI0006490,SUPERIOR TOWNSHIP (DS001),MI0006490-f,assigned_new
MI0006490,SUPERIOR TOWNSHIP (DS002),MI0006490-g,assigned_new
MI0006500,"SUTTONS BAY, VILLAGE OF",MI0006500,reused_existing
MI0006502,SWAN CREEK TOWNSHIP,MI0006502,reused_existing
MI0006505,"SWARTZ CREEK, CITY OF",MI0006505,reused_existing
MI0006508,SWIFT LAKE FARMS,MI0006508,reused_existing
MI0006530,SYLVAN LAKE,MI0006530,reused_existing
MI0006531,SYLVAN TOWNSHIP,MI0006531,reused_existing
MI0006532,TALL OAKS CONDOMINUMS,MI0006532,reused_existing
MI0006537,TANNERY CREEK CONDOMINUM ASSOCIATION,MI0006537,reused_existing
MI0006540,"TAWAS CITY, CITY OF",MI0006540,reused_existing
MI0006545,TAYLOR,MI0006545,reused_existing
MI0006552,TAYMOUTH TOWNSHIP,MI0006552,reused_existing
MI0006560,TECUMSEH,MI0006560,reused_existing
MI0006562,TEKONSHA,MI0006562,reused_existing
MI0006568,MANCELONA AREA WSA - THE CHIEF,MI0006568,reused_existing
MI0006569,THE LIGHTHOUSE-TRAVERSE CITY LLC,MI0006569,reused_existing
MI0006571,THE BLUFFS AT GULL LAKE,MI0006571,reused_existing
MI0006574,THE SHORES ON CROOKED LAKE,MI0006574,reused_existing
MI0006575,SUGARTREE APARTMENTS,MI0006575,reused_existing
MI0006580,THOMAS TOWNSHIP,MI0006580,reused_existing
MI0006590,"THOMPSONVILLE, VILLAGE OF",MI0006590,reused_existing
MI0006592,THORN CREEK CONDOMINIUMS,MI0006592,reused_existing
MI0006594,THORNTON FARMS,MI0006594,reused_existing
MI0006600,THREE OAKS,MI0006600,reused_existing
MI0006610,THREE RIVERS,MI0006610,reused_existing
MI0006624,TILLICUM FARMS,MI0006624,reused_existing
MI0006625,ELMWOOD TWP - TIMBERLEE,MI0006625,reused_existing
MI0006627,BEECHWOOD HILLS - TIMBER RIDGE,MI0006627,reused_existing
MI0006630,CRYSTAL FALLS TWP - TOWNLINE,MI0006630,reused_existing
MI0006631,MILL STREET 1 LDHA,MI0006631,reused_existing
MI0006640,TRAVERSE CITY,MI0006640-a,reused_existing
MI0006647,TREETOPS RESORT (TREETOPS NORTH),MI0006647,reused_existing
MI0006650,TRENTON,MI0006650,reused_existing
MI0006680,INTERIOR TOWNSHIP,MI0006680,reused_existing
MI0006682,TROUT CREEK CONDOMINIUMS,MI0006682,reused_existing
MI0006690,TROY,MI0006690,reused_existing
MI0006693,TULLYMORE CLUBHOUSE AND CAMELOT VILLAGE,MI0006693,reused_existing
MI0006696,TWIN LAKES SUBDIVISION,MI0006696,reused_existing
MI0006710,"UBLY, VILLAGE OF",MI0006710,reused_existing
MI0006720,UNION CITY,MI0006720,reused_existing
MI0006725,UNION TOWNSHIP,MI0006725,reused_existing
MI0006730,"UNIONVILLE, VILLAGE OF",MI0006730,reused_existing
MI0006760,"UTICA, CITY OF",MI0006760,reused_existing
MI0006763,VALLEY SIDE APARTMENTS,MI0006763,reused_existing
MI0006765,VALLEYWOOD COVE CONDOMINIUM ASSOCIATION,MI0006765,reused_existing
MI0006770,VAN BUREN TOWNSHIP,MI0006770,reused_existing
MI0006773,HORSELL MANOR,MI0006773,reused_existing
MI0006780,"VASSAR, CITY OF",MI0006780,reused_existing
MI0006790,"VERMONTVILLE, VILLAGE OF",MI0006790,reused_existing
MI0006792,V F W NATIONAL HOME,MI0006792,reused_existing
MI0006800,VICKSBURG,MI0006800,reused_existing
MI0006803,VILLA NOUVA ASSOCIATION,MI0006803,reused_existing
MI0006820,WOODLAND CENTER CORRECTIONAL FACILITY,MI0006820,reused_existing
MI0006830,WAKEFIELD,MI0006830,reused_existing
MI0006850,WALDRON,MI0006850,reused_existing
MI0006875,"WALLED LAKE, CITY OF",MI0006875,reused_existing
MI0006880,WALLOON LAKE WATER SYSTEM,MI0006880,reused_existing
MI0006885,WALNUT LANE APARTMENTS,MI0006885,reused_existing
MI0006900,"WARREN, CITY OF",MI0006900,reused_existing
MI0006901,"CLEAN WATER ASSOCIATION, INC.",MI0006901,reused_existing
MI0006905,WASHINGTON TOWNSHIP,MI0006905,reused_existing
MI0006910,WATERFORD TOWNSHIP,MI0006910,reused_existing
MI0006920,WATERSMEET TOWNSHIP,MI0006920,reused_existing
MI0006930,WATERVLIET,MI0006930,reused_existing
MI0006935,LAKEWOOD TERRACE ASSOCIATION,MI0006935,reused_existing
MI0006940,WAYLAND,MI0006940,reused_existing
MI0006950,WAYNE,MI0006950,reused_existing
MI0006960,WEBBER TOWNSHIP,MI0006960,reused_existing
MI0006970,"WEBBERVILLE, VILLAGE OF",MI0006970,reused_existing
MI0006971,WEDGEWOOD GOLFSIDE CONDO ASSOC,MI0006971,reused_existing
MI0006975,WEST BLOOMFIELD TOWNSHIP,MI0006975,reused_existing
MI0007010,"WEST BRANCH, CITY OF",MI0007010,reused_existing
MI0007012,WEST BRANCH TOWNSHIP,MI0007012,reused_existing
MI0007015,"MIDTOWN FLATS, LLC",MI0007015-a,reused_existing
MI0007035,WESTBROOK APARTMENTS,MI0007035,reused_existing
MI0007040,WESTLAND,MI0007040,reused_existing
MI0007050,"WESTPHALIA, VILLAGE OF",MI0007050,reused_existing
MI0007057,WEST TRAVERSE TOWNSHIP,MI0007057,reused_existing
MI0007060,WHITE CLOUD,MI0007060,reused_existing
MI0007061,WHITE EAGLE SUBDIVISION,MI0007061,reused_existing
MI0007062,WHITE DEER VILLAGE,MI0007062,reused_existing
MI0007063,WHITEFORD TOWNSHIP,MI0007063,reused_existing
MI0007064,WHITE LAKE ASSISTED LIVING CENTER,MI0007064,reused_existing
MI0007065,WHITE LAKE TOWNSHIP (DS001),MI0007065-f,assigned_new
MI0007065,WHITE LAKE TOWNSHIP (DS002),MI0007065-g,assigned_new
MI0007067,WHITE OAKS CONDOMINIUMS,MI0007067,reused_existing
MI0007070,WHITE PIGEON,MI0007070,reused_existing
MI0007085,T.J. WHITE PINE MANOR APARTMENTS,MI0007085,reused_existing
MI0007099,VILLAGE AT EAGLE GARDENS,MI0007099,reused_existing
MI0007100,WHITEHALL,MI0007100,reused_existing
MI0007101,WHITMORE LAKE APARTMENTS,MI0007101,reused_existing
MI0007103,HOMESTEAD/CRYSTAL RIVER WATER CO,MI0007103,reused_existing
MI0007104,WHITTEMORE SQUARE APARTMENTS,MI0007104,reused_existing
MI0007105,WILDWOOD ON WALLOON ASSOCIATION,MI0007105,reused_existing
MI0007120,"WILLIAMSTON, CITY OF",MI0007120,reused_existing
MI0007125,WILLIAMS TOWNSHIP,MI0007125,reused_existing
MI0007126,WINDJAMMER COVE COMMUNITY SYSTEM BOARD,MI0007126-a,assigned_new
MI0007130,WINDWARD OWNERS ASSOCIATION,MI0007130,reused_existing
MI0007134,WISNER AREA WATER SYSTEM,MI0007134,reused_existing
MI0007135,"WIXOM, CITY OF",MI0007135,reused_existing
MI0007160,WOODBINE SUBDIVISION,MI0007160,reused_existing
MI0007180,WOODHAVEN,MI0007180,reused_existing
MI0007182,WOODLAND PARK APARTMENTS,MI0007182,reused_existing
MI0007185,WOODRUFF LAKE COOPERATIVE (DS001),MI0007185-e,assigned_new
MI0007185,WOODRUFF LAKE COOPERATIVE (DS002),MI0007185-f,assigned_new
MI0007186,WOODS OF LOCHAVEN,MI0007186,reused_existing
MI0007210,WYANDOTTE,MI0007210,reused_existing
MI0007217,WYNSTONE SUBDIVISION,MI0007217,reused_existing
MI0007220,WYOMING,MI0007220,reused_existing
MI0007230,"YALE, CITY OF",MI0007230,reused_existing
MI0007231,YANKEE SPRINGS TOWNSHIP,MI0007231,reused_existing
MI0007233,IDLEWILD GARDEN HOUSING,MI0007233,reused_existing
MI0007235,YODER APARTMENTS,MI0007235,reused_existing
MI0007240,YORK CONDOMINIUMS,MI0007240,reused_existing
MI0007260,YPSILANTI COMMUNITY UTILITY AUTHORITY,MI0007260,reused_existing
MI0007270,ZEELAND BOARD OF PUBLIC WORKS,MI0007270,reused_existing
MI0007280,"ZILWAUKEE, CITY OF",MI0007280,reused_existing
MI0007285,EAGLE POINTE CONDOMINIUMS,MI0007285,reused_existing
MI0040001,LINCOLN ESTATES,MI0040001,reused_existing
MI0040002,ALLEGAN MOBILE ESTATES,MI0040002,reused_existing
MI0040004,COUNTRY MEADOWS,MI0040004,reused_existing
MI0040005,BASELINE MOBILE HOME PARK,MI0040005,reused_existing
MI0040006,COUNTRY ACRES MOBILE HOME PARK,MI0040006,reused_existing
MI0040007,TOPAZ MOBILE HOME PARK,MI0040007,reused_existing
MI0040008,DOGWOOD MANOR MOBILE HOME PARK,MI0040008,reused_existing
MI0040011,GUN RIVER MOBILE ESTATES,MI0040011,reused_existing
MI0040013,SAPPHIRE ESTATES MOBILE HOME PARK,MI0040013,reused_existing
MI0040014,HOMECREST VILLA MOBILE HOME PARK,MI0040014,reused_existing
MI0040015,INDIAN ACRES MOBILE HOME PARK,MI0040015,reused_existing
MI0040016,JOHNSONS MOBILE VILLAGE,MI0040016,reused_existing
MI0040020,MAPLE GROVE ESTATES,MI0040020,reused_existing
MI0040021,RABBIT RIVER ESTATES,MI0040021,reused_existing
MI0040023,AMBER ESTATES MOBILE HOME PARK,MI0040023-a,reused_existing
MI0040024,SELKIRK LAKE MOBILE HOME PARK,MI0040024,reused_existing
MI0040025,"SHADY ACRES COMMUNITY, LLC",MI0040025-a,reused_existing
MI0040026,SHANGRAI-LA VILLAGE,MI0040026,reused_existing
MI0040027,SWAN LAKE MOBILE ESTATES,MI0040027,reused_existing
MI0040028,VILLAGE EAST ESTATES,MI0040028,reused_existing
MI0040029,GUN RIVER ESTATES WEST,MI0040029,reused_existing
MI0040030,RIVERSIDE ESTATES,MI0040030,reused_existing
MI0040034,LAKESHORE ESTATES MHP,MI0040034,reused_existing
MI0040039,NORTHERN COUNTRY ESTATES,MI0040039,reused_existing
MI0040041,BALTIMORE TERRACE,MI0040041,reused_existing
MI0040042,BARRY'S RESORT,MI0040042,reused_existing
MI0040044,GUN LAKE MOBILE HOME COMMUNITY,MI0040044,reused_existing
MI0040045,DUNLOPS ORCHARD PARK,MI0040045,reused_existing
MI0040046,GUERNSEY LAKE MOBILE HOME COMMUNITY,MI0040046,reused_existing
MI0040047,THORNAPPLE LAKE ESTATES,MI0040047,reused_existing
MI0040051,BUENA VISTA ESTATES,MI0040051,reused_existing
MI0040057,HILLS HAVEN MOBILE HOME PARK,MI0040057,reused_existing
MI0040060,SOUTHTOWN MHP,MI0040060-b,reused_existing
MI0040061,MEADOW STREAMS ESTATES,MI0040061,reused_existing
MI0040062,PAW PAW LAKE MH PARK,MI0040062,reused_existing
MI0040065,RIVERSIDE ESTATES,MI0040065,reused_existing
MI0040067,ONTARIO PLACE,MI0040067,reused_existing
MI0040068,CAMBRIDGE VILLAGE,MI0040068,reused_existing
MI0040069,GRAND VILLAGE MOBILE HOME PARK,MI0040069,reused_existing
MI0040070,COUNTRYSIDE MOBILE COURT,MI0040070,reused_existing
MI0040071,MARBLE LAKE RESORT & MARINA,MI0040071,reused_existing
MI0040074,AVRA ESTATES,MI0040074,reused_existing
MI0040075,LAKECREST MOBILE COURT,MI0040075,reused_existing
MI0040076,SOMERSET MOBILE HOME PARK,MI0040076,reused_existing
MI0040079,NP CREEK VALLEY SOUTH,MI0040079-b,reused_existing
MI0040080,BEDFORD HILLS,MI0040080,reused_existing
MI0040081,BELLEVUE MOBILE HOME PARK,MI0040081,reused_existing
MI0040082,BIRCHWOOD ESTATES,MI0040082,reused_existing
MI0040084,HICKORY HILLS,MI0040084,reused_existing
MI0040086,PHOENIX MOBILE HOME COURT,MI0040086,reused_existing
MI0040090,TWIN PINES MOBILE HOME PARK,MI0040090,reused_existing
MI0040091,MY PLACE AT TWIN VALLEY,MI0040091,reused_existing
MI0040092,BARRON LAKE/ROSEBUSH,MI0040092,reused_existing
MI0040093,C & M MOBILE HOME COURT,MI0040093,reused_existing
MI0040094,COLONIAL ACRES,MI0040094,reused_existing
MI0040098,LINDEN MOBILE HOME PARK,MI0040098,reused_existing
MI0040100,MARLIN VILLAGE MOBILE HOME PARK,MI0040100,reused_existing
MI0040103,EAGLE LAKE ESTATES MHP,MI0040103,reused_existing
MI0040104,RUSTIC ACRES PARK,MI0040104,reused_existing
MI0040105,WHITE PINES MOBILE HOME PARK,MI0040105,reused_existing
MI0040106,LAKE MICHIGAN HEIGHTS,MI0040106,reused_existing
MI0040108,INDIAN RIVER MHP,MI0040108,reused_existing
MI0040110,TOWN AND COUNTRY MHP,MI0040110,reused_existing
MI0040116,DUTCH HILLS,MI0040116,reused_existing
MI0040119,CREEKSIDE MEADOWS OF ST. JOHNS,MI0040119,reused_existing
MI0040122,HI-WAY MOBILE HAVEN,MI0040122,reused_existing
MI0040123,MAPLE KNOLL,MI0040123,reused_existing
MI0040124,WINDSOR ESTATES,MI0040124,reused_existing
MI0040125,CHALET ESTATES MOBILE HOME PARK,MI0040125,reused_existing
MI0040126,CONWAY COMMONS MOBILE HOME PARK,MI0040126,reused_existing
MI0040128,BAY SHORE ESTATES,MI0040128,reused_existing
MI0040129,ALANSON ESTATES MOBILE HOME PARK,MI0040129,reused_existing
MI0040131,TRADEWINDS MOBILE HOME PARK,MI0040131,reused_existing
MI0040138,GUNTHER MOBILE HOME COURT INC,MI0040138,reused_existing
MI0040140,MY PLACE AT HERITAGE ESTATES,MI0040140,reused_existing
MI0040144,"PONEMAH LAKESIDE RETREAT, LLC",MI0040144-a,assigned_new
MI0040145,LINDEN PLACE MOBILE HOME PARK,MI0040145,reused_existing
MI0040151,LOON LAKE MOBILE HOME PARK,MI0040151,reused_existing
MI0040152,MONTROSE TRAILER PARK,MI0040152,reused_existing
MI0040154,NORTH DORT MANOR LTD,MI0040154,reused_existing
MI0040155,NORTH MORRIS ESTATES,MI0040155,reused_existing
MI0040156,OLD ORCHARD ESTATES,MI0040156,reused_existing
MI0040158,LAKE FENTON MOBILE HOME PARK,MI0040158,reused_existing
MI0040162,"WESTHAVEN MOBILE HOME PARK, LLC",MI0040162,reused_existing
MI0040164,SWARTZ CREEK MEADOWS,MI0040164,reused_existing
MI0040166,KEY COURT MOBILE HOME PARK,MI0040166,reused_existing
MI0040167,PLEASANT BEACH MOBILE HOME RESORT,MI0040167,reused_existing
MI0040168,SECORD LAKE MHP,MI0040168-b,reused_existing
MI0040169,LAKESHORE VILLAGE,MI0040169,reused_existing
MI0040171,KINGS COURT MOBILE HOME PARK,MI0040171,reused_existing
MI0040172,MEADOWLANE MOBILE HOME PARK,MI0040172,reused_existing
MI0040174,GARFIELD OAKS,MI0040174-b,reused_existing
MI0040175,SILVER LAKE VIEW MOBILE HOME PARK,MI0040175,reused_existing
MI0040176,SILVER SHORES MOBILE HOME PARK,MI0040176,reused_existing
MI0040177,SUBURBAN ESTATES MHP,MI0040177,reused_existing
MI0040180,HILLSIDE ACRES,MI0040180,reused_existing
MI0040181,STATE ROAD COUNTRY LIVING MHC,MI0040181-a,assigned_new
MI0040183,CREEKSIDE MHC,MI0040183-a,reused_existing
MI0040184,SOMERSET CENTRE ESTATES,MI0040184,reused_existing
MI0040187,SUMMER WOOD ESTATES,MI0040187,reused_existing
MI0040190,BAYSIDE (DBA CONTINENTAL MHP),MI0040190-a,reused_existing
MI0040191,RIVERVIEW ESTATES,MI0040191-b,reused_existing
MI0040193,COUNTRY MANOR M H P,MI0040193,reused_existing
MI0040194,HAMLIN MOBILE HOME PARK,MI0040194,reused_existing
MI0040197,MASON MANOR,MI0040197,reused_existing
MI0040199,STONEGATE MOBILE HOME COMMUNITY,MI0040199,reused_existing
MI0040200,"MASON MOBILE, LLC",MI0040200-a,reused_existing
MI0040202,WILLOW VILLAGE,MI0040202,reused_existing
MI0040203,WINDMILL PARK,MI0040203,reused_existing
MI0040206,EVERGREEN MOBILE HOME COMMUNITY,MI0040206,reused_existing
MI0040208,HIDDEN VALLEY,MI0040208,reused_existing
MI0040209,LONG LAKE MOBILE HOME ESTATES,MI0040209,reused_existing
MI0040210,PINE VIEW MOBILE HOME PARK,MI0040210,reused_existing
MI0040212,NORTHERN PINES,MI0040212,reused_existing
MI0040216,MAPLE LEAF VILLAGE,MI0040216-b,reused_existing
MI0040217,MAPLEVIEW ESTATES,MI0040217,reused_existing
MI0040218,BROOMFIELD VALLEY,MI0040218,reused_existing
MI0040219,MAPLEVIEW ESTATES EAST,MI0040219,reused_existing
MI0040220,COUNTRY PLACE,MI0040220,reused_existing
MI0040222,OAKVIEW MOBILE ESTATES,MI0040222,reused_existing
MI0040223,ARBOR VILLAGE,MI0040223,reused_existing
MI0040225,COACHMANS COVE,MI0040225,reused_existing
MI0040226,MICHIGAN AVENUE ESTATES,MI0040226-b,reused_existing
MI0040227,LILLY BANK LANE,MI0040227,reused_existing
MI0040230,SPRING VALLEY ESTATES,MI0040230,reused_existing
MI0040231,HILLANLAKE VILLAGE,MI0040231,reused_existing
MI0040233,INDIAN VILLAGE,MI0040233,reused_existing
MI0040240,MY PLACE AT PLEASANT LAKE,MI0040240-a,reused_existing
MI0040241,MY PLACE AT CATTAIL ESTATES,MI0040241-b,reused_existing
MI0040242,SHERMAN OAKS,MI0040242,reused_existing
MI0040246,ANDREWS ESTATES,MI0040246,reused_existing
MI0040247,MORROW CROSSING MHC,MI0040247-b,reused_existing
MI0040248,CLIMAX MOBILE HOME PARK,MI0040248,reused_existing
MI0040250,EVERGREEN PARK,MI0040250,reused_existing
MI0040253,PORTAGE TERRACE,MI0040253,reused_existing
MI0040255,ROYAL ESTATES,MI0040255,reused_existing
MI0040256,SUGARLOAF MOBILE HOME PARK,MI0040256,reused_existing
MI0040259,ALGOMA ESTATES,MI0040259,reused_existing
MI0040264,KENT CITY MOBILE HOME PARK,MI0040264,reused_existing
MI0040266,OAKFIELD MOBILE HOME PARK,MI0040266,reused_existing
MI0040273,GREEN ACRES MOBILE HOME PARK,MI0040273,reused_existing
MI0040276,KEY HEIGHTS MOBILE VILLAGE,MI0040276,reused_existing
MI0040277,LA-E-MA MOBILE HOME PARK,MI0040277,reused_existing
MI0040279,LEISURE VILLAGE,MI0040279,reused_existing
MI0040284,PARKWOOD GREEN,MI0040284,reused_existing
MI0040288,RIVERVIEW MOBILE VILLAGE,MI0040288,reused_existing
MI0040292,LAKESIDE MOBILE HOME COMMUNITY,MI0040292,reused_existing
MI0040293,WELLERS TRAILER PARK,MI0040293,reused_existing
MI0040294,WHITE CREEK COUNTRY ESTATES,MI0040294,reused_existing
MI0040299,IDEAL VILLA MANUFACTURED HOME COMMUNITY,MI0040299-a,reused_existing
MI0040302,FIRST POINT MOBILE COURT,MI0040302,reused_existing
MI0040305,CLINTON ESTATES,MI0040305,reused_existing
MI0040306,COUNTRY VILLA ESTATES,MI0040306,reused_existing
MI0040307,ROUND LAKE ESTATES,MI0040307,reused_existing
MI0040308,LEE VILLA MOBILE HOME PARK,MI0040308,reused_existing
MI0040310,PARK VIEW COURT,MI0040310-a,reused_existing
MI0040311,LEFFINGWELL ESTATES,MI0040311,reused_existing
MI0040313,SUNSET MHP,MI0040313-a,reused_existing
MI0040314,SYLVAN GLEN ESTATES,MI0040314,reused_existing
MI0040316,FAIRLANE ESTATES,MI0040316,reused_existing
MI0040318,FAIRLAWN MEADOWS,MI0040318,reused_existing
MI0040319,ALAN'S PARK - FOWLERVILLE,MI0040319,reused_existing
MI0040322,SILVER LAKE MOBILE HOME PARK,MI0040322,reused_existing
MI0040323,STARLIGHT MOBILE HOME PARK,MI0040323,reused_existing
MI0040325,UNIVERSITY MOBILE ESTATES #2,MI0040325,reused_existing
MI0040326,WOODLAND PARK AND SALES,MI0040326,reused_existing
MI0040327,SPRINGBROOK ESTATES MHC,MI0040327,reused_existing
MI0040330,WASHINGTON MHP,MI0040330,reused_existing
MI0040332,MANISTEE FOREST PINES ESTATES,MI0040332,reused_existing
MI0040333,HERITAGE HILLS MOBILE HOME VILLAGE,MI0040333,reused_existing
MI0040335,HOLIDAY VILLAGE MOBILE HOME PARK,MI0040335,reused_existing
MI0040337,TAMARAC VILLAGE,MI0040337,reused_existing
MI0040339,CIRCLE DRIVE MOBILE HOME PARK,MI0040339,reused_existing
MI0040340,PARKS PLACE ESTATES,MI0040340,reused_existing
MI0040342,HUNTERS CREEK ESTATES,MI0040342,reused_existing
MI0040343,HAVEN VIEW MOBILE COURT,MI0040343,reused_existing
MI0040344,HOLIDAY TERRACE,MI0040344,reused_existing
MI0040345,RUMBAUGH ESTATES LLC,MI0040345-b,reused_existing
MI0040351,SHERIDAN ESTATES,MI0040351,reused_existing
MI0040352,GREENBRIER ESTATES,MI0040352,reused_existing
MI0040355,APPLE CARR VILLAGE,MI0040355,reused_existing
MI0040356,ARLINGTON WOODS,MI0040356,reused_existing
MI0040357,CRYSTAL DOWNS MOBILE VILLAGE,MI0040357,reused_existing
MI0040359,EDGEWOOD MOBILE HOME PARK,MI0040359,reused_existing
MI0040361,MAPLE ISLAND ESTATES,MI0040361,reused_existing
MI0040363,TIMBERLINE ESTATES,MI0040363,reused_existing
MI0040368,LAKE FOREST PARK,MI0040368,reused_existing
MI0040369,HARDY PARK,MI0040369-b,reused_existing
MI0040370,HESS LAKE RV AND MOBILE HOME PARK,MI0040370,reused_existing
MI0040375,CEDARBROOK ESTATES,MI0040375,reused_existing
MI0040376,CHILDS LAKE ESTATES MHC,MI0040376,reused_existing
MI0040379,COLLEGE HEIGHTS MOBILE HOME PARK,MI0040379,reused_existing
MI0040382,CRANBERRY LAKE MHC,MI0040382,reused_existing
MI0040384,GROVELAND MANOR,MI0040384,reused_existing
MI0040386,HIDDEN LAKE ESTATES,MI0040386,reused_existing
MI0040387,HIGHLAND GREENS ESTATES,MI0040387,reused_existing
MI0040388,HIGHLAND HILLS OF HIGHLAND MHC,MI0040388,reused_existing
MI0040391,OAK HILL ESTATES MHC,MI0040391,reused_existing
MI0040397,SPRINGROVE MHC,MI0040397,reused_existing
MI0040399,ORION LAKE ESTATES MHC,MI0040399-b,reused_existing
MI0040404,WOODLANDS MHC,MI0040404-b,reused_existing
